,engNum,engVerse,ipqNum,ipqVerse
1780,mrk.12.27,"He isn't the God of the dead, but of the living. You Sadducees are all wrong.",mrk.12.27,"Ilaa God-auŋitchuq tuquŋaruanun, aglaan God-igigaat iñuuruat. Ilivsiasiiñ killukuapaluktusi."
1781,mrk.12.28," One of the teachers of the Law of Moses came up while Jesus and the Sadducees were arguing. When he heard Jesus give a good answer, he asked him, “What is the most important commandment?”",mrk.12.28,"Tavra iḷisaurri pitquranik tavraniinŋaruq naalaġniruaq uqaaġutiŋiññik. Iḷitchuġivluni Jesus-mun kiulluataqtilaaŋiññik Sadducees, ilaan ullaŋagaa Jesus apiqqutiksraqaqłuni, Nalliat qaukłiuva pitqurat iluqaiññiñ?"
1782,mrk.12.29," Jesus answered, “The most important one says: ‘People of Israel, you have only one Lord and God. ",mrk.12.29,"Tavra Jesus kiuŋagaa, Qaukłiat pitqurapayaat innaittuq, Naalaġnisiŋa Israel-guruasii. Ataniq God-ikput kisimisualuk Atanġuruq."
1783,mrk.12.30,"You must love him with all your heart, soul, mind, and strength.’ ",mrk.12.30,"Aasii piviuttaġipiaqsaġiñ Ataniq God-igikkan, piviuttaġilugu iḷuŋniñ, iluqaaniḷu iñuuniaġniġni, iluqaaniḷu isumaniġni, iluqaaniḷu piḷġusiġñi. "
1784,mrk.12.31, The second most important commandment says: ‘Love others as much as you love yourself.’ No other commandment is more important than these.”,mrk.12.31,"Aasii tuglia qaukłiuruam pitquram innaittuq, Piviuttaġisaġiñ siḷalliñ iliktun iḷiḷugu. Allamik pitquraitchuq qaukłiułhaaqtuamik taapkuŋnaŋŋa."
1785,mrk.12.32," The man replied, “Teacher, you are certainly right to say there is only one God. ",mrk.12.32,"Tavra iḷisaurrim pitquranik uqallautiŋagaa, Nalauttutin Iḷisaurrii. Uqallausiġigiñ iḷumun ittuaq, qanuq God atausiuruq. God-aitchuq allamik aglaan God kisimi."
1786,mrk.12.33," It is also true that we must love God with all our heart, mind, and strength, and that we must love others as much as we love ourselves. These commandments are more important than all the sacrifices and offerings that we could possibly make.”",mrk.12.33,"Suli iñuum piviuttaġipiagaksraġigaa God iḷumiñiñ, iluqaani isumaniġmiñi, iluqaaniḷu piḷġusimiñi, aasiisuli piviuttaġipiaġmiḷugu siḷalliñi ilimisun iḷiuġlugu. Iłuałhaasaktaqtuq kamagiruni taapkuak malġuk pitqurak qaġġirriñiġmiñ niġrutinik ikipkautiksranik ikipkaiviŋmi, allaniglu ikipkautinik God-mun."
1787,mrk.12.34,"When Jesus saw that the man had given a sensible answer, he told him, “You are not far from God's kingdom.” After this, no one dared ask Jesus any more questions.",mrk.12.34,"Tavra Jesus puttuqsrikamiuŋ kiggutaa isumattutikun, ilaan uqallautiŋagaa, Itqanaitkavsakkaluaqtutin God-mun atanniqsimapkaġniksraġnun. Taavruma uqallautaata aquagun kialiqaa iñuum apiqsruqsausiiŋagaa Jesus apiqqunmik."
1788,mrk.12.35,"As Jesus was teaching in the temple, he said, “How can the teachers of the Law of Moses say the Messiah will come from the family of King David? ",mrk.12.35,"Jesus iḷisaurriñiallaġmi Aŋaiyyuvikpaŋmi apiqsriŋaruq, Qanuqłutiŋ iḷisaurrit pitquranik uqallakkumiñaqpat Christ-guruaq kiŋuniġiniaġnivḷugu David-mun? "
1789,mrk.12.36," The Holy Spirit led David to say, ‘The Lord said to my Lord: Sit at my right side until I make your enemies into a footstool for you.’",mrk.12.36,"Qanuq Ilitqusiġiksuam uqallaktinŋagaa David inna, “Ataniq uqallaŋaruq uvaŋa Atanimnun, Aquvittin taliqpiŋma tuŋaanun uumigiritin uvamnun akiiḷitchiaġilugich.”"
1790,mrk.12.37,"If David called the Messiah his Lord, how can the Messiah be his son?” The large crowd enjoyed listening to Jesus teach.",mrk.12.37,David ilaata taigaa Ataniġmiñik. Qanuqłuni Christ-guruaq David-gum taikkaŋa Ataniġmiñik kiŋuniġiyumiñaqpauŋ? Tavra iñugruiññaich Jesus tusaaŋagaat quviasukłutiŋ.
1791,mrk.12.38,"As Jesus was teaching, he said: Guard against the teachers of the Law of Moses! They love to walk around in long robes and be greeted in the market. ",mrk.12.38,"Tavra Jesus iḷisaurriḷḷaġmi iñuŋnik uqallautiŋagai, Qaunagisitchi iḷisaurriñiñ pitquranik kukiḷullaturuaniñ akuqturuanik annuġaaqaqłutiŋ iḷisimatquvlutiŋ suutilaamiŋnik aasii iñupayaanun purvigitquvlutiŋ tauqsiqsuġviŋñi. "
1792,mrk.12.39,They like the front seats in the synagogues and the best seats at banquets. ,mrk.12.39,"Iliŋich aquppiutaksrallatummiut kamanaqtuat aquppiutaŋiññik aŋaiyyuviŋñi, suli kamanaqtuat aquppiutaŋiññi aquppiḷḷatuvlutiŋ niqinaqimmata. "
1793,mrk.12.40,But they cheat widows out of their homes and pray long prayers just to show off. They will be punished most of all.,mrk.12.40,"Iḷaŋisasuli ivayaqtuġmiraġigaich uiḷgaŋaruat igluŋiññiglu tigligaivḷugich, aasii taimma maniugaqsivḷutiŋ nakuurualivḷutiŋ takiruanik aŋaiyyuvlutiŋ. Tamatkua pisigilugich, tatavsausiaŋat pigiił̣haaġniaqtuq."
1794,mrk.12.41,Jesus was sitting in the temple near the offering box and watching people put in their gifts. He noticed that many rich people were giving a lot of money. ,mrk.12.41,"Tavra Jesus aquppiŋaruq akiani aŋaiyyuvikpaum maniqaġviata, aasii qiñiqługich iñuich ikisiruat manigñik maniqaġviŋmun, suli iñugiaktuat suġalliruat ikisiviiññaqtaŋarut manisalagnik. "
1795,mrk.12.42,"Finally, a poor widow came up and put in two coins worth only a few pennies. ",mrk.12.42,"Tavra iḷiappauruaq uiḷgaŋaruaq qaiŋaruq, aasii ikisivḷuni malġugnik kannuyagnik maniuragnik akiiññiqsrapiamik maniuramik. "
1796,mrk.12.43,Jesus told his disciples to gather around him. Then he said: I tell you that this poor widow has put in more than all the others. ,mrk.12.43,"Tavra Jesus ququaŋagai ilimiñun iḷitchitqurani, aasii uqallautivlugich, Iḷumun uqallautigivsi, taamna iḷiappauruaq uiḷgaŋaruaq ikisił̣haaŋaruq iluqaŋiññiñ ikisiŋaruaniñ maniqaġviŋmun. "
1797,mrk.12.44,Everyone else gave what they didn't need. But she is very poor and gave everything she had. Now she doesn't have a cent to live on.,mrk.12.44,"Qanuq iluqaġmiŋ ikisiŋarut piukkaġniġmiŋniñ, aasiiḷi uiḷgaŋaruaq pisuksiuniġmiñiñ ikisiŋaruq iluqaanik pimiñik, iñuusautiksratualuŋmiñikunnii."
1798,mrk.13.1,"As Jesus was leaving the temple, one of his disciples said to him, “Teacher, look at these beautiful stones and wonderful buildings!”",mrk.13.1,"Tavra Jesus aniñiaqtillugu aŋaiyyuvikpaŋmiñ, iḷaŋat iḷitchitquraŋisa uqallaŋaruq ilaanun kamatchakłuni, Iḷisaurrii, tautukkich, qanutun kamanaqtigirut makua uyaġaich. Qanutun qiñiyunaqtigirut init aŋaiyyuvikpaŋmi. "
1799,mrk.13.2,"Jesus replied, “Do you see these huge buildings? They will certainly be torn down! Not one stone will be left in place.”",mrk.13.2,"Tavra Jesus kiuŋagaa, Tautukpigich tamatkua kamanaqtuat init aŋaiyyuvikpaŋmi? Kisiŋŋuqtaqaġumiñaitchuq uyaqqagnik qaliġiiksuagnik ulġutauniaŋitchuagnik."
1800,mrk.13.3,"Later, as Jesus was sitting on the Mount of Olives across from the temple, Peter, James, John, and Andrew came to him in private. ",mrk.13.3,Tavra Jesus aquppiŋaruq iġġiani Olives qiñiqługu aŋaiyyuvikpak. Peter-lu James-lu John-lu Andrew-lu ullautiŋarut ilaanun iñuiġman. 
1801,mrk.13.4," They asked, “When will these things happen? What will be the sign that they are about to take place?”",mrk.13.4,Uqallauttutigut qakugu tamatkua piñiaqpat? Suna suli iḷitchuqłiutauniaqpa iluqaġmiŋ tamatkua nalautkaqsikpata?
1802,mrk.13.5,Jesus answered: Watch out and don't let anyone fool you! ,mrk.13.5,"Tavra Jesus uqautirraqsiŋagai, Qaunagisitchi. Iñuŋmun sagluqipkaġnasi. "
1803,mrk.13.6,Many will come and claim to be me. They will use my name and fool many people.,mrk.13.6,"Qanuq iñugiaktuat iñuich qaiñiaqtut uvaŋauŋŋuaqtuat uqaġlutiŋ, Uvaŋa Christ-guruŋa, aasii iñugiaktuat sagluqilugich. "
1804,mrk.13.7,"When you hear about wars and threats of wars, don't be afraid. These things will have to happen first, but that isn't the end. ",mrk.13.7,"Tusaaguvsi aŋuyaktuanik qanitkaluaqpata naagga uŋasikkaluaqpata iłuiḷḷiuġutiginagich. Tamatkua piruksraurut, aglaan sivuniġiŋitkaat isuksraq tikiññiḷugu. "
1805,mrk.13.8,"Nations and kingdoms will go to war against each other. There will be earthquakes in many places, and people will starve to death. But this is just the beginning of troubles.",mrk.13.8,"Nunauruat aŋuyagniaqtut allanun nunauruanun. Suli umialiqaqtuat aŋuyagniaqtut allanun umialiqaqtuanun. Nunasuli aularaġaġniaqtuq sumipayaaq, iñuiḷḷu paniġniaqtut niqaiḷḷiuġlutiŋ. Tamarra tamatkua aullaqisaaŋich isumaaġutit piruksrauruat Christ-guruaq qaiŋaiñŋaan."
1806,mrk.13.9," Be on your guard! You will be taken to courts and beaten with whips in their synagogues. And because of me, you will have to stand before rulers and kings to tell about your faith. ",mrk.13.9,"Aasii qaunagiyumausi ilivsiññun, qanuq aitchuutiginiaġaasi uqaqsitaaġviŋñun, suli Jew-guruat aŋaiyyuviŋiññi anaullaqtauniaqtusi, suli qaġġirrauraġaġniaqtusi sivuġaŋiññun atanaurallu umialgiḷḷu pisigiluŋa, ilivsi quliaqtuaġumiñaqsiḷusi tusaayugaaġiksuanik iliŋiññun."
1807,mrk.13.10,"But before the end comes, the good news must be preached to all nations.",mrk.13.10,"Christ-guruaq qaiŋaiñŋaan, tusaayugaaġiksuaq alġaqsruutauqqaaqtuksrauruq iñupayaanun. "
1808,mrk.13.11,"When you are arrested, don't worry about what you will say. You will be given the right words when the time comes. But you will not really be the ones speaking. Your words will come from the Holy Spirit.",mrk.13.11,"Tavraasii tigutaaqpasi, aullautilusi uqaqsitaaġviŋñun, uŋiarrisaqaġnasi sivuani piviksram sunik uqaluksravsiññik. Uqaġnaqsikpasi uqaġumausi qanupayaaq uqaluksriusiavsiññik tavraġuqpan. Qanuq uqaluginiakkasi ilivsi uqalugiŋitkisi, aglaan uqaluksriusiaġiniaġisi Ilitqusiġiksuamiñ. "
1809,mrk.13.12,"Brothers and sisters will betray each other and have each other put to death. Parents will betray their own children, and children will turn against their parents and have them killed. ",mrk.13.12,"Tavra iñuich aniqatitiŋ aitchuutiginiaġaich tuqutautqulugich. Suli tainnatun aapauruam iġñini. Suli miqłiqtut makivsaallaktaġniaqtut aŋayuqaamiŋnun, aasii tuqutillugich. "
1810,mrk.13.13," Everyone will hate you because of me. But if you keep on being faithful right to the end, you will be saved.",mrk.13.13,"Suli uumigitchiġñiaqtusi iñupayaaniñ pisigiluŋa, aasii iñuk igḷutuutiruaq nagliksaaqtitauniġmik iñuuniqtutilaamisun, annaurrauniaqtuq."
1811,mrk.13.14," Someday you will see that “Horrible Thing” where it should not be.  Everyone who reads this must try to understand! If you are living in Judea at that time, run to the mountains. ",mrk.13.14,"Taiguaqtuaq iñuk ukuniŋa kaŋiqsiḷi. Tautukkuvsiuŋ naġġutchagnapiaġataqtuaq salumaiḷḷisauluni inillaummiruaq aŋaiyyuvikpaŋmi iniksraġiŋisamiñi, tamatkua iñuuruat Judea-mi pigruġlich iġġiñun."
1812,mrk.13.15," If you are on the roof  of your house, don't go inside to get anything. ",mrk.13.15,Iñuksuli aniiqsuaqtuaq iglumi qaaŋani iñaviqqutchiġñani atqaġluni saagaksraisuqsaġluni sumik iglumi iḷuaniñ.
1813,mrk.13.16,"If you are out in the field, don't go back for your coat. ",mrk.13.16,Aasiivsauq iñuk nautchiaqaġviŋmi savaktuaq iglumiñuŋnani saakkiutiyaqtuġuglugu annuġaani. 
1814,mrk.13.17,It will be an awful time for women who are expecting babies or nursing young children. ,mrk.13.17,"Taipkua uvlut tikitpata, yaqhiikkaluaq aġnaq siŋaiyauniġumi, miqłiqtuuraqaqtuaġlu piḷgusiŋaitchuanik. "
1815,mrk.13.18,Pray that it won't happen in winter.,mrk.13.18,Aŋaiyyutitchi pigruġniksraqsi ukiukuaquŋiḷḷugu. 
1816,mrk.13.19," This will be the worst time of suffering since God created the world, and nothing this terrible will ever happen again. ",mrk.13.19,Taipkunanikiataŋ uvluni iñuich nagliksaałhamaaġniaqtut qaŋapaŋmiñ God-im qaŋa savaŋmagu nuna. Aasii tainnatun nagliksaaqtigitqikkumiñaiñmiut aquagun taavruma.
1817,mrk.13.20,"If the Lord doesn't make the time shorter, no one will be left alive. But because of his chosen and special ones, he will make the time shorter.",mrk.13.20,"Aasii Atanġum iñukłiḷaaŋisuaqpagich taipkua uvlut, kiñaliqaa iñuuyumiñaitchuq. Aglaan pisigilugich God-im piksraqtaani, ilaan iñukłiḷaaġniaġai uvlut."
1818,mrk.13.21,"If someone should say, “Here is the Messiah!” or “There he is!” don't believe it. ",mrk.13.21,"Tavraasii iñuum uqallautikpasi, Tautuksiuŋ, uvva Christ, naagga, Tautuksiuŋ, ikaniittuq, ukpiġinagu, "
1819,mrk.13.22,False messiahs and false prophets will come and work miracles and signs. They will even try to fool God's chosen ones. ,mrk.13.22,"qanuq Christ-guŋŋuaqtuat, uqaqtauŋŋuaqtuallu God-mun iñukpalliġñiaqtut savaglutiŋ aliuġnaqtuanik nalupqinaiġñiaqługu kiutilaaqtiŋ, asiñuutiniaqsaalugich God-im piksraqtaaŋi, sagluqiyumiñaġumisigik. "
1820,mrk.13.23,But be on your guard! That's why I am telling you these things now.,mrk.13.23,Aglaan nipuŋaitchitchi ilivsi. Kilikkivsi sivuani supayaanik piŋaiñŋaisa.
1821,mrk.13.24," In those days, right after this time of suffering, “The sun will become dark, and the moon will no longer shine.",mrk.13.24,"Tavra taipkunani uvluni, pianikpan taamna iłuiḷḷiuġutiqpak, siqiñiq taaksiñiaqtuq, tatqiġḷu qaummaġiŋaiġñiaqtuq."
1822,mrk.13.25," The stars will fall, and the powers in the sky will be shaken.”",mrk.13.25,"Suli uvluġiat katagniaqtut, suli qaummatit siḷamiittuat uniuqtinniaqtut inimiŋniñ."
1823,mrk.13.26, Then the Son of Man will be seen coming in the clouds with great power and glory. ,mrk.13.26,Tavra iñuich tautugniaġaat Iġñiŋa Iñuum qairuaq nuvuyani kamanaqtuamik suaŋŋatiqaġluni qaumaniqaġluniḷu.
1824,mrk.13.27,He will send his angels to gather his chosen ones from all over the earth.,mrk.13.27,"Tavra tiliñiaġai isaġuliŋni, aasii katillugich atautchimun ilaan piksraqtaani sumiḷḷiqaa nunapayauraniñ."
1825,mrk.13.28,"Learn a lesson from a fig tree. When its branches sprout and start putting out leaves, you know summer is near. ",mrk.13.28,"Fig-nik siiġñaqaqtuamiñ napaaqtumiñ iḷitchisitchi. Qisiqsiutiŋi qituglimmata, akutuqpalivḷuniḷu iḷisimarusi upinġaam qallisilaaŋanik. "
1826,mrk.13.29,"So when you see all these things happening, you will know that the time has almost come.",mrk.13.29,"Tavra ilivsi tainnatuttauq, tautukkuvsigik tamatkua nalaurraqsikpata, iḷisimaniaqtusi Iġñiŋa Iñuum qallisilaaŋanik, qallipiaġataqtilaaŋanik. "
1827,mrk.13.30,You can be sure that some of the people of this generation will still be alive when all this happens. ,mrk.13.30,"Iḷumun uqallautigivsi, ukua iñuich tuquanigniaŋitchut, iluqaisa tamatkua nalaunŋaunnagich. "
1828,mrk.13.31,"The sky and the earth will not last forever, but my words will.",mrk.13.31,"Qiḷaglu nunalu piiġñiaqtuk, aglaan uqalutka piiġumiñaitchut."
1829,mrk.13.32," No one knows the day or the time. The angels in heaven don't know, and the Son himself doesn't know. Only the Father knows. ",mrk.13.32,"Iñupayaam nalugaa taimña uvluq ikarraġlu tamatkua nalaurviksrautaat. Isaġulgich unnii qiḷaŋmiittuat, Iġñiġuvlu nalugaat. Aapam kisimi iḷisimagaa."
1830,mrk.13.33,So watch out and be ready! You don't know when the time will come. ,mrk.13.33,"Qaunakkutitchi, quviqtaiḷisitchiḷu, qanuq iḷisimaŋitchusi qakugu taimña uvluq tikisilaaksraŋanik. "
1831,mrk.13.34," It is like what happens when a man goes away for a while and places his servants in charge of everything. He tells each of them what to do, and he orders the guard to keep alert. ",mrk.13.34,"Qanuq Iġñiŋa Iñuum ittuq iñuktun uŋasiksuamun iglauruatun. Qimaaqsikamiuŋ igluni kivgani savaaksriḷḷaaŋagai, suli piraksriqł̣ugu upkuamik qaunaksri quviqtaiḷitquvlugu utiqtilaaksramiñun."
1832,mrk.13.35,So be alert! You don't know when the master of the house will come back. It could be in the evening or at midnight or before dawn or in the morning. ,mrk.13.35,"Quviqtaiḷisitchiḷi, qanuq iḷisimaŋitchusi qakugu atanġa iglum qaiñiaqtilaaŋanik, tanuġaksiruami, naagga unnuaq qitiqqaqpan, naagga qauyasiaqsikpan, naagga uvlaami. "
1833,mrk.13.36,"But if he comes suddenly, don't let him find you asleep. ",mrk.13.36,Iḷaanni qaił̣ł̣agluni siñiktillusi qaiviaqtuq. 
1834,mrk.13.37,I tell everyone just what I have told you. Be alert!,mrk.13.37,"Aasii uqallautiga ilivsiññun, uqallausiġigiga iluqaiññun, Quviqtaiḷisitchi."
1835,mrk.14.1, It was now two days before Passover and the Festival of Thin Bread. The chief priests and the teachers of the Law of Moses were planning how they could sneak around and have Jesus arrested and put to death. ,mrk.14.1,Tavra malġuk uvluk pianikpaŋnik tikitchumaaŋaruq Niqinaqivia Itqautim qulaurrusiqinikun iñuich niġimmata puvlaksautaitchuamik punniġmik. Tavralivsauq tainnaiḷimman aŋaiyyuliqsiqpaiḷḷu iḷisaurriḷḷu pitquranik piviksraqsiuŋarut qanuġlugu nalunautchiḷutiŋ tigutaaġukługu Jesus tuqulluguasii.
1836,mrk.14.2,"They were saying, “We must not do it during the festival, because the people will riot.”",mrk.14.2,"Tavra uqaŋarut avanmun, Piraksraġiŋitkikput taamna niqinaqipkaġlugich, iñuich makivsaallautiviaġaatigut."
1837,mrk.14.3," Jesus was eating in Bethany at the home of Simon, who once had leprosy,  when a woman came in with a very expensive bottle of sweet-smelling perfume.  After breaking it open, she poured the perfume on Jesus' head. ",mrk.14.3,"Jesus-li Bethany-mi, igluani Simon kiḷḷiġruaqtuqtuam, aquppipkaqtillugu niġivḷutiŋ qaiŋaruq aġnaq piqaqłuni uyaġagmik misuġuqtuunmik tivraġiksaunmik akisupiaġataqtuamik atiqaqtuamik Nard. Tavra siqummaŋagaa puuŋa, aasii kuvivḷugu Jesus niaquanun."
1838,mrk.14.4,"This made some of the guests angry, and they complained, “Why such a waste? ",mrk.14.4,"Tavra tavraniinŋarut iñuich iḷaŋich piavsaktuat uqaqłutiŋ, Summan una asiñuksiññaqpa tivraġiksaun? "
1839,mrk.14.5,We could have sold this perfume for more than 300 silver coins and given the money to the poor!” So they started saying cruel things to the woman.,mrk.14.5,"Tuniyumiñaġaluaqtuaq qaaŋiġḷugu 300 taala, aasii aitchuutigiyumiñaġlugich iḷiappauruanun. Tavra aġnaq pisaaŋaŋagaat suammativlugu. "
1840,mrk.14.6,But Jesus said: Leave her alone! Why are you bothering her? She has done a beautiful thing for me. ,mrk.14.6,"Tavra Jesus uqallaŋaruq, Iḷaksianagu. Summan isumaalluksaaqpisiuŋ? Savaŋaruq savaalluatamik uvamnun. "
1841,mrk.14.7," You will always have the poor with you. And whenever you want to, you can give to them. But you won't always have me here with you. ",mrk.14.7,"Qanuq itqatigigisi iḷiappauruat ilivsiññi ataramik, aasii qakuguliqaa pisukkuvsi anniqsuġumiñaġisi. Aglaan uvaŋa nayuqtigiŋitkivsiŋa ataramik."
1842,mrk.14.8,She has done all she could by pouring perfume on my body to prepare it for burial. ,mrk.14.8,Aġnaq piŋaruq piyumiñakkamiñik. Ilaan tivraġiksaŋagaa timiga itqanaiyaqługu iḷuvġuniksraŋanun piviksram sivuani. 
1843,mrk.14.9,"You may be sure that wherever the good news is told all over the world, people will remember what she has done. And they will tell others.",mrk.14.9,"Iḷumun uqallautigivsi, Sumipayaaq manna tusaayugaaġiksuaq alġaqsruutaukpan nunapayaani, aġnam savaaġiŋaraa quliaqtuaguniaqtuq itqaummatauluni ilaanun."
1844,mrk.14.10,Judas Iscariot  was one of the twelve disciples. He went to the chief priests and offered to help them arrest Jesus. ,mrk.14.10,"Tavra Judas Iscariot, iḷaŋat qulit malġuk, aullaŋaruq aŋaiyyuliqsiqpaŋnun, aitchuutigisukługu Jesus iliŋiññun. "
1845,mrk.14.11,"They were glad to hear this, and they promised to pay him. So Judas started looking for a good chance to betray Jesus.",mrk.14.11,"Tavra tusaakamirruŋ, quyaŋarut, suli unniqsuqłiiŋagaat aitchuġukługu manigñik. Tavra Judas ivaqłiaŋaruq piviksramik qanuġlugu aitchuutigisukługu."
1846,mrk.14.12,"It was the first day of the Festival of Thin Bread, and the Passover lambs were being killed. Jesus' disciples asked him, “Where do you want us to prepare the Passover meal?”",mrk.14.12,"Sivullianni uvluŋisa Niqinaqivium Puvlaksautaitchuamik punniġmik imnaiyaaq tuqutaugayuktuq itqanaiyautauvlugu qulaurrusiqiviŋmi Niqinaqiniksramun. Taavrumani uvlumi iḷitchitqurat apiġiŋagaat Jesus, Sumi itqanaiyaquvisigut qulaurrusiqiviŋmi nullautchiġviksraġnik? "
1847,mrk.14.13,"Jesus said to two of the disciples, “Go into the city, where you will meet a man carrying a jar of water.  Follow him, ",mrk.14.13,"Tavra tiliŋagik malġuk iḷitchitquramiñiñ, uqallautivlugik, Aullaġitchik iniqpaŋmun, aasii paaġniaġaatik iñuum saagaqtuam qattamun imiġmik. Malikkumagiktik, "
1848,mrk.14.14,"and when he goes into a house, say to the owner, ‘Our teacher wants to know if you have a room where he can eat the Passover meal with his disciples.’ ",mrk.14.14,"aasii sumupayaaq isiqpan, uqallautiyumagiktik iñua iglum, Iḷisaurri uqallaktuaq, Sumiitpa tuyuġmiaqaġvik, niġiviksraqput iḷitchitquratkalu qulaurrusiqunmik? "
1849,mrk.14.15,The owner will take you upstairs and show you a large room furnished and ready for you to use. Prepare the meal there.”,mrk.14.15,Tavra iḷisautiniaġaatik inituruamik qiḷaguamik upaluŋaitchuamik. Tavrani itqanaiyautiyumagiptigut. 
1850,mrk.14.16,The two disciples went into the city and found everything just as Jesus had told them. So they prepared the Passover meal.,mrk.14.16,"Tavra ilaan iḷitchitqurak aullaŋaruk, aasii tikił̣ł̣utik iniqpaŋmun, paqinŋagaich supayaat uqausiatun Jesus ilimiŋnun. Suli itqanaiyaŋaruk qulaurrusiqiniksramun."
1851,mrk.14.19,"This made the disciples sad, and one after another they said to Jesus, “You surely don't mean me!”",mrk.14.19,"Tavra isumaalirraqsiŋarut, aasii apiqsruqtuaqsivḷugu ilaanun atausiullaavlutiŋ, Uvaŋauva? Allat suli uqaqłutiŋ, Sivuniġiviŋa uvaŋa? "
1852,mrk.14.20,"He answered, “It is one of you twelve men who is eating from this dish with me. ",mrk.14.20,"Tavra Jesus kiuŋagai, Iḷagigiksi qulit malġuk, misuksiqatauruaq punniġmik uvamnun puggutauramun. "
1853,mrk.14.21,"The Son of Man will die, just as the Scriptures say. But it is going to be terrible for the one who betrays me. That man would be better off if he had never been born.”",mrk.14.21,Iġñiŋa Iñuum tuquniaqtuq taŋŋiġḷugich aglausimaruat inmigun Bible-ni. Aglaan isumaaġutiqpaqaġli taamna iñuk aitchuutiginniktuaq Iġñiŋanik Iñuum. Iłuałhaaŋanayaqtuq taamna iñuk iñuuŋaitkumi.
1854,mrk.14.22,"During the meal Jesus took some bread in his hands. He blessed the bread and broke it. Then he gave it to his disciples and said, “Take this. It is my body.”",mrk.14.22,"Tavra niġiñiallaġmiŋ Jesus tiguŋagaa punnik, aasii aŋaiyyuvluni quyyatigivlugu, suli avikługu aitchuutigivlugu iḷitchitquramiñun, uqallakłuni, Tigulugu niġġisiuŋ tavra timiga. "
1855,mrk.14.23,"Jesus picked up a cup of wine and gave thanks to God. He gave it to his disciples, and they all drank some. ",mrk.14.23,"Suli ilaan tiguŋagaa qallugauraq, aasii quyaanikami God-mun, ilaan aitchuutigiŋagaa ilaiññun. Aasii iluqaġmiŋ imiġvigiŋagaat. "
1856,mrk.14.24," Then he said, “This is my blood, which is poured out for many people, and with it God makes his agreement. ",mrk.14.24,"Suli Jesus uqallautiŋagai, Tavra auga maqipkaqtauyumaaqtuaq iñugiaktuanun. Taavrumuuna God-im nalupqinaiġñiaġaa sivunniuġutini iñuŋnun."
1857,mrk.14.25,"From now on I will not drink any wine, until I drink new wine in God's kingdom.” ",mrk.14.25,"Iḷumun uqallautigivsi, Imitqigñiaŋitchuŋa siiġñaŋan ivsaŋaniñ napaaqtuayaam, tikiḷġataqtillugu taamna uvluq imiġniksraġa nutaulugu God-im atanniqsimaviani. "
1858,mrk.14.26,Then they sang a hymn and went out to the Mount of Olives.,mrk.14.26,"Tavra atuanikamiŋ aŋaiyyunmik, aullaŋarut iġġianun Olives."
1859,mrk.14.27," Jesus said to his disciples, “All of you will reject me, as the Scriptures say, ‘I will strike down the shepherd, and the sheep will be scattered.’",mrk.14.27,"Tavra Jesus uqallautiŋagai, Iluqasi qimagniaġivsiŋa suksraaġluŋa uumani unnuami. Aglausimaruq Bible-ni God uqallagnivḷugu inna, “Uvaŋa tuqunniaġiga imnaiḷiqiri aasii imnaich siamillutiŋ.”"
1860,mrk.14.28," But after I am raised to life, I will go ahead of you to Galilee.”",mrk.14.28,"Aasii aŋianikkuma, aullaġniaqtuŋa sivuvsiññi Galilee-mun."
1861,mrk.14.29,"Peter spoke up, “Even if all the others reject you, I never will!”",mrk.14.29,"Tavra Peter uqallaŋaruq ilaanun, Iluqaġmiŋ qimakkaluaqpatin uvaŋa qimakkumiñaitkikpiñ suksraaġlutin. "
1862,mrk.14.30,"Jesus replied, “This very night before a rooster crows twice, you will say three times that you don't know me.”",mrk.14.30,"Tavra Jesus uqallautiŋagaa, Iḷumun uqallautigikpiñ, Anaqapak uvva piiḷaaġianiŋniaġiŋma piŋasuiqsuaġlutin naluniḷuŋa, tiŋmiaq malġuiqsuaġluni nipanŋaiñŋaan. "
1863,mrk.14.31,"But Peter was so sure of himself that he said, “Even if I have to die with you, I will never say I don't know you!” All the others said the same thing.",mrk.14.31,"Tavra Peter uqallaŋaruq qapiŋaivsaaqłuni, Tuquqatigiraksraġigupkiñunnii, piiḷaaġiyumiñaitkikpiñ sumikunnii. Tainnatuttauq iluqaġmiŋ iḷitchitqurat uqallaŋarut."
1864,mrk.14.32,"Jesus went with his disciples to a place called Gethsemane, and he told them, “Sit here while I pray.”",mrk.14.32,"Tavra tikiñŋarut inimun atiqaqtuamun Gethsemane-mik, aasii Jesus uqallaŋaruq iḷitchitquramiñun, Aquvittitchi uvuŋa, aŋaiyyuyaqtuqtilluŋa. "
1865,mrk.14.33,"Jesus took along Peter, James, and John. He was sad and troubled and ",mrk.14.33,"Tavra piqasiutiŋagai ilimiñun Peter-lu James-lu John-lu, Suli atqunaq iłuiḷḷiurraqsiŋaruq, ipiqtusuliqpakłuniḷu, "
1866,mrk.14.34,"told them, “I am so sad that I feel as if I am dying. Stay here and keep awake with me.”",mrk.14.34,"aasii uqallautiŋagai, Isumaaliqpaił̣ł̣uŋa tuquaqsiruatununnii iḷiruŋa. Tavraniittitchi aasii quviqtaiḷiḷusi. "
